user_id,total_views,avg_completion,total_watch_time,segment
U0045,15,54.60666666666667,669.0,Casual User
U0046,15,53.1,737.8,Casual User
U0047,16,59.34375,646.0,Regular User
U0048,27,52.94814814814814,1247.4,Regular User
U0049,21,59.404761904761905,1006.6,Regular User
U0050,18,56.483333333333334,990.7,Regular User
U0051,20,57.33,1000.3,Regular User
U0052,25,57.916000000000004,1362.6,Regular User
U0053,21,60.904761904761905,1031.4,Regular User
U0054,31,60.07096774193548,1370.4,Regular User
U0055,24,58.737500000000004,1317.9,Regular User
U0056,15,55.266666666666666,815.2,Casual User
U0057,27,51.077777777777776,1360.2,Regular User
U0058,25,61.3,1143.4,Regular User
U0059,23,62.66956521739131,1208.8,Regular User
U0060,25,53.28,1159.7,Regular User
U0061,17,61.870588235294115,866.1,Regular User
U0062,23,44.92173913043479,888.1999999999999,Regular User
U0063,24,59.520833333333336,1113.9,Regular User
U0064,24,52.87916666666666,1203.6,Regular User
U0065,22,53.71363636363637,1053.4,Regular User
U0066,24,50.949999999999996,1075.5,Regular User
U0067,18,46.67777777777778,780.9,Regular User
U0068,17,53.98823529411764,788.9,Regular User
U0069,21,61.42857142857143,969.6,Regular User
U0070,26,51.47692307692308,1177.5,Regular User
U0071,19,53.28947368421053,921.3,Regular User
U0072,21,64.12380952380951,1156.8,Regular User
U0073,22,53.83181818181818,903.3,Regular User
U0074,14,52.621428571428574,651.3,Casual User
U0075,14,65.83571428571427,712.2,Casual User
U0076,28,60.56428571428571,1399.8,Regular User
U0077,14,56.80714285714286,530.6,Casual User
U0078,12,52.13333333333333,756.3,Casual User
U0079,16,50.78125,790.4,Regular User
U0080,12,45.525,479.7,Casual User
U0081,28,59.417857142857144,1394.2,Regular User
U0082,24,49.458333333333336,1091.1,Regular User
U0083,24,54.36666666666667,1100.6,Regular User
U0084,19,61.29473684210526,934.8,Regular User
U0085,20,61.085,1163.6,Regular User
U0086,16,57.675,911.8,Regular User
U0087,19,58.215789473684204,862.6,Regular User
U0088,16,56.8,775.6,Regular User
U0089,20,61.995000000000005,1018.1999999999999,Regular User
U0090,21,58.17619047619048,1018.9,Regular User
U0091,9,52.355555555555554,266.9,Casual User
U0092,21,64.16190476190476,1217.3,Regular User
U0093,21,66.10952380952381,941.0,Regular User
U0094,16,46.5,473.2,Regular User
U0095,21,58.280952380952385,1165.6,Regular User
U0096,27,48.5,1028.8,Regular User
U0097,18,56.87222222222223,985.1,Regular User
U0098,21,55.5047619047619,940.9,Regular User
U0099,16,61.0375,881.4,Regular User
U0100,21,50.30952380952381,881.5,Regular User
U0101,15,53.22666666666667,836.2,Casual User
U0102,24,55.17083333333333,1263.0,Regular User
U0103,16,54.75,863.5,Regular User
U0104,18,58.05555555555556,917.6999999999999,Regular User
U0105,14,61.1,839.1,Casual User
U0106,4,63.224999999999994,184.0,Casual User
U0107,17,54.141176470588235,862.8,Regular User
U0108,23,63.4,1280.1,Regular User
U0109,17,57.2235294117647,796.7,Regular User
U0110,24,56.35,1340.0,Regular User
U0111,25,64.71600000000001,1385.6,Regular User
U0112,17,53.188235294117646,775.5,Regular User
U0113,13,51.9076923076923,494.29999999999995,Casual User
U0114,19,49.46315789473684,806.9,Regular User
U0115,21,56.852380952380955,1125.1,Regular User
U0116,25,57.916000000000004,1385.0,Regular User
U0117,18,58.58888888888888,792.6,Regular User
U0118,17,67.79411764705883,949.0,Regular User
U0119,18,49.47777777777778,838.7,Regular User
U0120,20,56.510000000000005,928.7,Regular User
U0121,30,59.666666666666664,1442.5,Regular User
U0122,13,46.43076923076923,545.4,Casual User
U0123,15,58.980000000000004,747.9,Casual User
U0124,19,66.77368421052631,1067.8,Regular User
U0125,16,50.5875,678.6,Regular User
U0126,23,58.95217391304348,1222.3,Regular User
U0127,22,58.9,1196.3,Regular User
U0128,21,49.58095238095238,1021.8,Regular User
U0129,19,45.72631578947368,622.0,Regular User
U0130,25,64.908,1554.9,Regular User
U0131,22,51.71363636363637,1013.6,Regular User
U0132,14,51.76428571428572,561.6,Casual User
U0133,30,57.88,1612.7,Regular User
U0134,27,55.925925925925924,1205.5,Regular User
U0135,26,47.76153846153846,1155.5,Regular User
U0136,22,57.89090909090908,1125.4,Regular User
U0137,20,58.879999999999995,986.9,Regular User
U0138,27,60.36666666666667,1429.1,Regular User
U0139,28,45.92142857142857,1091.6,Regular User
U0140,13,47.607692307692304,394.7,Casual User
U0141,17,65.32941176470588,904.9,Regular User
U0142,17,53.60588235294117,730.5,Regular User
U0143,14,60.464285714285715,887.1,Casual User
U0144,18,66.87777777777778,1077.9,Regular User
U0145,21,58.89047619047619,1123.4,Regular User
U0146,32,58.60625,1405.4,Regular User
U0147,15,42.413333333333334,642.2,Casual User
U0148,14,52.885714285714286,631.3000000000001,Casual User
U0149,27,52.507407407407406,1238.7,Regular User
U0150,18,49.78888888888889,865.0,Regular User
U0151,15,65.38666666666667,834.0,Casual User
U0152,10,70.31,668.4,Casual User
U0153,13,55.05384615384616,550.7,Casual User
U0154,19,59.073684210526324,892.1,Regular User
U0155,31,57.58064516129032,1365.8,Regular User
U0156,9,50.333333333333336,447.5,Casual User
U0157,20,69.455,1037.8,Regular User
U0158,32,58.134375,1349.9,Regular User
U0159,21,64.64761904761905,1227.7,Regular User
U0160,24,56.57916666666667,1164.5,Regular User
U0161,26,54.19615384615384,1144.2,Regular User
U0162,20,58.7,1070.8,Regular User
U0163,21,60.31428571428571,1067.0,Regular User
U0164,27,51.470370370370375,1286.5,Regular User
U0165,15,61.38,699.2,Casual User
U0166,26,55.55769230769231,1055.3,Regular User
U0167,12,56.26666666666667,580.6,Casual User
U0168,25,53.11600000000001,1041.7,Regular User
U0169,15,60.306666666666665,740.1,Casual User
U0170,24,55.96666666666667,1292.4,Regular User
U0171,14,60.59285714285714,767.0,Casual User
U0172,14,36.43571428571428,416.8,Casual User
U0173,24,61.49583333333334,1368.1,Regular User
U0174,25,58.604,1261.1,Regular User
U0175,12,54.208333333333336,538.8,Casual User
U0176,17,48.688235294117646,645.8,Regular User
U0177,14,65.13571428571429,816.6,Casual User
U0178,16,52.34375,810.1,Regular User
U0179,22,50.82727272727273,1023.0,Regular User
U0180,12,49.61666666666667,502.59999999999997,Casual User
U0181,14,57.57142857142857,666.0,Casual User
U0182,12,60.28333333333333,624.2,Casual User
U0183,23,54.52608695652174,849.5,Regular User
U0184,23,65.23478260869565,1434.0,Regular User
U0185,20,58.75,971.1,Regular User
U0186,25,65.456,1261.4,Regular User
U0187,17,48.38823529411765,656.8,Regular User
U0188,22,57.96818181818182,1054.3,Regular User
U0189,24,59.175000000000004,1254.3,Regular User
U0190,21,58.028571428571425,1104.8,Regular User
U0191,16,59.2,665.3,Regular User
U0192,27,61.72592592592592,1594.3,Regular User
U0193,21,57.74761904761905,934.5,Regular User
U0194,25,53.276,1116.1,Regular User
U0195,27,59.5037037037037,1404.1,Regular User
U0196,6,60.416666666666664,328.4,Casual User
U0197,16,60.1,872.5,Regular User
U0198,19,66.4578947368421,1005.1,Regular User
U0199,21,61.090476190476195,1154.2,Regular User
U0200,16,51.5625,592.4,Regular User
U0201,16,45.21875,692.1,Regular User
U0202,30,65.63333333333334,1773.5,Regular User
U0203,17,51.03529411764706,963.6,Regular User
U0204,18,49.0,793.9,Regular User
U0205,16,50.9625,722.5,Regular User
U0206,20,64.88,1072.6,Regular User
U0207,20,61.910000000000004,1237.9,Regular User
U0208,18,54.611111111111114,786.8000000000001,Regular User
U0209,21,57.00952380952381,922.0,Regular User
U0210,15,59.06666666666667,775.1,Casual User
U0211,18,59.16111111111112,850.9,Regular User
U0212,15,48.193333333333335,599.6,Casual User
U0213,17,56.688235294117646,851.2,Regular User
U0214,23,61.04782608695652,1230.5,Regular User
U0215,23,62.608695652173914,1309.2,Regular User
U0216,22,55.41363636363636,1096.3,Regular User
U0217,24,61.17083333333333,1176.3,Regular User
U0218,18,66.21666666666667,1089.6,Regular User
U0219,20,60.77,1024.8,Regular User
U0220,13,56.83076923076923,675.5,Casual User
U0221,19,63.0578947368421,911.1999999999999,Regular User
U0222,16,57.31875,733.8,Regular User
U0223,28,48.535714285714285,1122.0,Regular User
U0224,14,54.19285714285714,669.0,Casual User
U0225,21,53.561904761904756,1008.7,Regular User
U0226,19,63.03684210526316,1069.1,Regular User
U0227,22,52.60454545454545,1010.3,Regular User
U0228,19,50.0,831.1,Regular User
U0229,20,54.23,860.4,Regular User
U0230,29,63.16896551724138,1715.1,Regular User
U0231,23,65.12608695652175,1244.2,Regular User
U0232,28,56.475,1354.5,Regular User
U0233,28,54.403571428571425,1323.2,Regular User
U0234,15,55.71333333333334,622.5,Casual User
U0235,16,62.225,906.8,Regular User
U0236,19,64.38947368421053,1086.8,Regular User
U0237,19,57.81578947368421,801.3,Regular User
U0238,14,51.285714285714285,612.7,Casual User
U0239,28,62.107142857142854,1426.7,Regular User
U0240,31,56.84193548387096,1653.0,Regular User
U0241,14,53.74285714285714,597.9,Casual User
U0242,18,57.03333333333333,922.7,Regular User
U0243,14,54.34285714285714,592.9,Casual User
U0244,30,44.71333333333334,1258.4,Regular User
U0245,19,64.70526315789475,1082.7,Regular User
U0246,29,58.62068965517241,1564.8,Regular User
U0247,25,57.608000000000004,1470.3,Regular User
U0248,16,57.48125,951.9,Regular User
U0249,13,70.50769230769231,817.4000000000001,Casual User
U0250,28,53.535714285714285,1526.5,Regular User
U0251,19,51.921052631578945,770.7,Regular User
U0252,22,55.35909090909092,1104.8999999999999,Regular User
U0253,20,54.735,1039.9,Regular User
U0254,28,55.917857142857144,1463.2,Regular User
U0255,15,54.18666666666666,856.3000000000001,Casual User
U0256,21,55.25238095238095,1071.7,Regular User
U0257,22,57.56818181818182,1087.6000000000001,Regular User
U0258,26,50.96923076923077,1217.8,Regular User
U0259,22,60.34090909090909,1218.0,Regular User
U0260,25,61.068000000000005,1346.2,Regular User
U0261,20,63.114999999999995,1057.2,Regular User
U0262,21,60.709523809523816,1020.2,Regular User
U0263,20,59.525,1001.7,Regular User
U0264,24,66.67083333333333,1438.9,Regular User
U0265,14,62.33571428571429,703.5,Casual User
U0266,18,62.92222222222222,1046.9,Regular User
U0267,28,61.621428571428574,1527.9,Regular User
U0268,15,56.93333333333333,657.1,Casual User
U0269,20,63.07000000000001,972.1,Regular User
U0270,17,56.37647058823529,632.1999999999999,Regular User
U0271,21,58.023809523809526,1046.6,Regular User
U0272,18,58.28333333333333,1003.3,Regular User
U0273,16,57.95625,776.9,Regular User
U0274,25,58.42,1273.8999999999999,Regular User
U0275,20,60.275,1068.8,Regular User
U0276,19,56.821052631578944,845.1,Regular User
U0277,23,59.26521739130435,1210.4,Regular User
U0278,22,54.28181818181818,1126.9,Regular User
U0279,24,59.699999999999996,1272.0,Regular User
U0280,26,52.396153846153844,1147.6,Regular User
U0281,22,49.04545454545455,993.2,Regular User
U0282,16,67.0375,856.1,Regular User
U0283,13,53.276923076923076,689.7,Casual User
U0284,24,56.15833333333333,1332.3,Regular User
U0285,12,57.175000000000004,668.1,Casual User
U0286,22,59.8,1242.4,Regular User
U0287,17,59.51176470588236,727.4,Regular User
U0288,20,55.839999999999996,936.1,Regular User
U0289,19,58.71052631578947,1056.0,Regular User
U0290,21,58.63333333333333,1202.3,Regular User
U0291,26,55.965384615384615,1203.2,Regular User
U0292,17,50.61764705882353,782.5,Regular User
U0293,23,58.926086956521736,1077.9,Regular User
U0294,23,54.73478260869565,890.9,Regular User
U0295,18,65.29444444444444,1138.8,Regular User
U0296,19,56.31052631578948,1055.4,Regular User
U0297,10,60.21,564.4,Casual User
U0298,22,45.74090909090909,769.5,Regular User
U0299,14,64.62142857142858,787.3,Casual User
U0300,19,66.99473684210527,1014.3,Regular User
U0301,17,53.56470588235294,718.1,Regular User
U0302,20,64.39500000000001,1091.5,Regular User
U0303,19,66.2578947368421,1115.9,Regular User
U0304,15,48.986666666666665,580.6,Casual User
U0305,23,63.82173913043478,1268.3,Regular User
U0306,15,51.29333333333333,676.1999999999999,Casual User
U0307,17,64.31176470588235,1024.7,Regular User
U0308,17,48.88823529411765,828.8,Regular User
U0309,29,63.734482758620686,1485.4,Regular User
U0310,27,53.785185185185185,1401.4,Regular User
U0311,19,60.836842105263166,947.9,Regular User
U0312,20,50.815,838.8,Regular User
U0313,20,55.839999999999996,1053.6,Regular User
U0314,15,55.18666666666666,723.4,Casual User
U0315,21,49.838095238095235,980.9,Regular User
U0316,23,56.91739130434783,1177.6,Regular User
U0317,14,41.528571428571425,529.2,Casual User
U0318,21,56.72380952380953,1143.5,Regular User
U0319,11,66.49090909090908,862.7,Casual User
U0320,19,49.973684210526315,922.0,Regular User
U0321,31,50.40967741935484,1436.1,Regular User
U0322,20,63.95,1205.9,Regular User
U0323,22,59.04545454545455,1072.7,Regular User
U0324,20,56.17,1004.5,Regular User
U0325,23,51.47826086956522,1082.8,Regular User
U0326,19,57.53684210526316,957.6,Regular User
U0327,18,43.98888888888889,542.5,Regular User
U0328,22,50.96818181818182,993.1,Regular User
U0329,16,55.875,821.0,Regular User
U0330,23,63.91304347826087,1183.6,Regular User
U0331,20,50.345,840.8,Regular User
U0332,19,41.46315789473684,745.8,Regular User
U0333,20,57.6,982.6,Regular User
U0334,18,54.483333333333334,849.7,Regular User
U0335,21,59.22380952380953,1275.4,Regular User
U0336,16,63.88125,870.8,Regular User
U0337,22,58.65909090909091,1219.0,Regular User
U0338,27,63.87777777777778,1687.0,Regular User
U0339,20,53.515,754.9,Regular User
U0340,33,62.142424242424234,1927.0,Regular User
U0341,22,52.63636363636363,910.4,Regular User
U0342,16,58.925,795.7,Regular User
U0343,13,57.47692307692308,756.9,Casual User
U0344,26,57.38076923076923,1371.2,Regular User
U0345,22,60.61818181818182,1123.6,Regular User
U0346,21,60.03809523809524,1129.6,Regular User
U0347,21,54.31428571428571,982.9,Regular User
U0348,25,62.428000000000004,1365.3,Regular User
U0349,18,50.90555555555555,759.7,Regular User
U0350,20,58.94500000000001,1012.6,Regular User
U0351,33,65.14848484848486,1785.2,Regular User
U0352,29,58.182758620689654,1488.3,Regular User
U0353,21,50.400000000000006,1115.0,Regular User
U0354,24,54.604166666666664,987.9,Regular User
U0355,19,62.38421052631579,927.8,Regular User
U0356,27,64.12222222222222,1539.0,Regular User
U0357,23,57.54782608695652,1300.4,Regular User
U0358,25,52.864,1117.3,Regular User
U0359,23,56.28260869565217,1295.9,Regular User
U0360,25,46.248000000000005,1162.6,Regular User
U0361,19,64.5,1276.9,Regular User
U0362,24,58.70416666666667,1310.6,Regular User
U0363,22,54.39545454545455,1045.1,Regular User
U0364,19,57.284210526315796,1091.2,Regular User
U0365,19,45.23157894736842,663.2,Regular User
U0366,22,49.15909090909091,872.6,Regular User
U0367,21,55.838095238095235,1115.3,Regular User
U0368,17,56.258823529411764,844.0,Regular User
U0369,18,53.00555555555556,899.0,Regular User
U0370,22,51.54545454545455,940.1,Regular User
U0371,13,53.16153846153846,581.8,Casual User
U0372,13,52.58461538461539,709.1999999999999,Casual User
U0373,18,53.172222222222224,788.6999999999999,Regular User
U0374,16,55.7625,803.7,Regular User
U0375,18,48.75,717.4,Regular User
U0376,22,52.83636363636364,1081.3,Regular User
U0377,25,54.784,1314.2,Regular User
U0378,18,54.37222222222223,912.1,Regular User
U0379,22,57.309090909090905,982.8,Regular User
U0380,19,62.91052631578947,1017.1,Regular User
U0381,33,52.5,1587.9,Regular User
U0382,27,60.84074074074074,1392.1,Regular User
U0383,16,49.06875,737.0,Regular User
U0384,22,54.122727272727275,947.0,Regular User
U0385,14,68.72142857142858,960.4,Casual User
U0386,13,57.646153846153844,593.6,Casual User
U0387,20,56.970000000000006,1045.7,Regular User
U0388,24,61.833333333333336,1335.8,Regular User
U0389,14,43.221428571428575,568.2,Casual User
U0390,21,61.233333333333334,874.3000000000001,Regular User
U0391,28,55.18214285714286,1437.4,Regular User
U0392,27,57.337037037037035,1328.8,Regular User
U0393,22,54.345454545454544,1094.5,Regular User
U0394,19,57.373684210526314,1060.2,Regular User
U0395,24,57.833333333333336,1269.2,Regular User
U0396,27,56.6925925925926,1418.2,Regular User
U0397,24,55.65833333333333,1165.0,Regular User
U0398,17,58.96470588235294,809.1,Regular User
U0399,15,59.88666666666666,741.4,Casual User
U0400,14,50.892857142857146,541.1,Casual User
U0401,19,53.72105263157894,890.6,Regular User
U0402,18,53.86666666666667,885.1,Regular User
U0403,21,55.166666666666664,839.1,Regular User
U0404,24,68.52916666666667,1442.3,Regular User
U0405,18,63.16111111111112,925.3,Regular User
U0406,21,49.11428571428572,1020.0,Regular User
U0407,23,59.43478260869565,1417.6,Regular User
U0408,21,49.0,745.6,Regular User
U0409,23,59.20434782608696,1218.5,Regular User
U0410,13,64.34615384615384,742.3,Casual User
U0411,23,57.426086956521736,1078.6,Regular User
U0412,17,47.747058823529414,722.5,Regular User
U0413,20,62.395,1095.7,Regular User
U0414,15,71.05333333333333,844.0,Casual User
U0415,21,54.53809523809524,866.9,Regular User
U0416,21,54.338095238095235,957.0,Regular User
U0417,25,59.456,1301.7,Regular User
U0418,23,67.79565217391304,1490.2,Regular User
U0419,24,57.65416666666667,1130.3999999999999,Regular User
U0420,20,55.175,952.1,Regular User
U0421,17,62.6235294117647,922.7,Regular User
U0422,17,69.36470588235295,943.0,Regular User
U0423,19,63.62105263157895,1174.3,Regular User
U0424,24,52.19583333333333,1104.0,Regular User
U0425,16,59.2125,777.3,Regular User
U0426,18,54.19444444444444,913.4,Regular User
U0427,26,62.611538461538466,1600.3,Regular User
U0428,19,58.9421052631579,1066.4,Regular User
U0429,19,61.45263157894736,1141.9,Regular User
U0430,18,56.62777777777777,975.4,Regular User
U0431,24,64.925,1585.7,Regular User
U0432,18,54.24444444444444,971.3,Regular User
U0433,19,49.194736842105264,810.6,Regular User
U0434,18,63.22222222222222,937.9,Regular User
U0435,20,48.855000000000004,868.9,Regular User
U0436,16,51.6875,780.3,Regular User
U0437,13,64.66153846153847,631.9,Casual User
U0438,9,64.76666666666667,506.1,Casual User
U0439,19,53.10526315789474,1029.5,Regular User
U0440,20,58.36,974.5,Regular User
U0441,19,59.27368421052632,1039.0,Regular User
U0442,17,51.45294117647058,590.3,Regular User
U0443,18,59.233333333333334,893.9,Regular User
U0444,24,62.8375,1367.5,Regular User
U0445,12,57.96666666666667,605.2,Casual User
U0446,20,56.175,1115.9,Regular User
U0447,18,53.28333333333333,909.8,Regular User
U0448,18,50.07222222222222,715.4,Regular User
U0449,19,56.300000000000004,909.4,Regular User
U0450,19,55.88947368421053,947.2,Regular User
U0451,17,68.4235294117647,812.9,Regular User
U0452,15,50.626666666666665,610.2,Casual User
U0453,15,57.96,757.1999999999999,Casual User
U0454,26,54.892307692307696,1411.8,Regular User
U0455,23,58.38695652173914,1113.4,Regular User
U0456,24,52.137499999999996,1185.8,Regular User
U0457,16,49.39375,597.6,Regular User
U0458,15,48.74666666666667,604.6,Casual User
U0459,21,56.904761904761905,1253.4,Regular User
U0460,26,54.71153846153846,1280.5,Regular User
U0461,20,65.075,1141.4,Regular User
U0462,28,56.96785714285714,1717.5,Regular User
U0463,16,61.8,822.6,Regular User
U0464,20,66.24,1226.2,Regular User
U0465,21,51.08095238095238,891.5,Regular User
U0466,21,58.528571428571425,1150.9,Regular User
U0467,16,57.2,760.3,Regular User
U0468,17,65.62352941176471,891.2,Regular User
U0469,22,55.15,1005.3000000000001,Regular User
U0470,17,60.7235294117647,871.4,Regular User
U0471,20,54.845000000000006,791.9,Regular User
U0472,21,56.476190476190474,1096.5,Regular User
U0473,20,61.425,1117.3,Regular User
U0474,26,60.284615384615385,1287.1,Regular User
U0475,25,57.72,1228.6,Regular User
U0476,20,53.92,923.5,Regular User
U0477,20,61.55499999999999,932.5,Regular User
U0478,18,56.150000000000006,901.5,Regular User
U0479,23,55.130434782608695,1089.1,Regular User
U0480,18,46.111111111111114,762.7,Regular User
U0481,19,59.94736842105263,939.9,Regular User
U0482,18,40.388888888888886,661.5,Regular User
U0483,18,64.73333333333333,944.9,Regular User
U0484,24,55.5625,1186.8,Regular User
U0485,19,61.94736842105263,1086.0,Regular User
U0486,15,60.13333333333333,751.6,Casual User
U0487,19,63.41052631578947,944.1,Regular User
U0488,17,57.44705882352941,743.0,Regular User
U0489,17,64.24117647058823,857.1,Regular User
U0490,14,56.857142857142854,687.0,Casual User
U0491,15,50.519999999999996,734.6,Casual User
U0492,21,61.10000000000001,1121.3,Regular User
U0493,18,60.92222222222222,918.5,Regular User
U0494,22,46.74090909090909,933.7,Regular User
U0495,16,52.975,580.0,Regular User
U0496,27,59.08518518518518,1622.0,Regular User
U0497,26,65.37692307692308,1636.1,Regular User
U0498,22,41.92272727272727,866.9,Regular User
U0499,17,48.358823529411765,673.9,Regular User
U0500,23,58.2,907.2,Regular User
