user_id,total_watch_time,avg_completion,total_views,engagement_score
U0088,775.6,56.8,16,408.04
U0089,1018.1999999999999,61.995000000000005,20,531.6985
U0090,1018.9,58.17619047619048,21,531.1028571428571
U0091,266.9,52.355555555555554,9,150.95666666666668
U0092,1217.3,64.16190476190476,21,632.0985714285714
U0093,941.0,66.10952380952381,21,494.53285714285715
U0094,473.2,46.5,16,253.74999999999997
U0095,1165.6,58.280952380952385,21,604.4842857142858
U0096,1028.8,48.5,27,534.3499999999999
U0097,985.1,56.87222222222223,18,513.2116666666667
U0098,940.9,55.5047619047619,21,491.3014285714285
U0099,881.4,61.0375,16,462.21125
U0100,881.5,50.30952380952381,21,460.04285714285714
U0101,836.2,53.22666666666667,15,437.06800000000004
U0102,1263.0,55.17083333333333,24,652.8512499999999
U0103,863.5,54.75,16,451.375
U0104,917.6999999999999,58.05555555555556,18,479.8666666666667
U0105,839.1,61.1,14,440.68
U0106,184.0,63.224999999999994,4,111.7675
U0107,862.8,54.141176470588235,17,451.04235294117643
U0108,1280.1,63.4,23,663.67
U0109,796.7,57.2235294117647,17,418.91705882352943
U0110,1340.0,56.35,24,691.7049999999999
U0111,1385.6,64.71600000000001,25,717.2148
U0112,775.5,53.188235294117646,17,407.10647058823525
U0113,494.29999999999995,51.9076923076923,13,265.3223076923077
U0114,806.9,49.46315789473684,19,422.08894736842103
U0115,1125.1,56.852380952380955,21,583.8057142857143
U0116,1385.0,57.916000000000004,25,714.8748
U0117,792.6,58.58888888888888,18,417.4766666666667
U0118,949.0,67.79411764705883,17,498.2382352941176
U0119,838.7,49.47777777777778,18,437.7933333333334
U0120,928.7,56.510000000000005,20,485.303
U0121,1442.5,59.666666666666664,30,745.15
U0122,545.4,46.43076923076923,13,289.22923076923075
U0123,747.9,58.980000000000004,15,394.644
U0124,1067.8,66.77368421052631,19,557.7321052631578
U0125,678.6,50.5875,16,357.67625
U0126,1222.3,58.95217391304348,23,633.435652173913
U0127,1196.3,58.9,22,620.2199999999999
U0128,1021.8,49.58095238095238,21,529.9742857142858
U0129,622.0,45.72631578947368,19,328.5178947368421
U0130,1554.9,64.908,25,801.9224
U0131,1013.6,51.71363636363637,22,526.7140909090909
U0132,561.6,51.76428571428572,14,299.12928571428574
U0133,1612.7,57.88,30,829.714
U0134,1205.5,55.925925925925924,27,624.9277777777778
U0135,1155.5,47.76153846153846,26,597.2784615384616
U0136,1125.4,57.89090909090908,22,584.4672727272728
U0137,986.9,58.879999999999995,20,515.114
U0138,1429.1,60.36666666666667,27,738.06
U0139,1091.6,45.92142857142857,28,565.1764285714286
U0140,394.7,47.607692307692304,13,214.23230769230767
U0141,904.9,65.32941176470588,17,475.44882352941175
U0142,730.5,53.60588235294117,17,384.7317647058823
U0143,887.1,60.464285714285715,14,464.48928571428576
U0144,1077.9,66.87777777777778,18,562.6133333333333
U0145,1123.4,58.89047619047619,21,583.5671428571429
U0146,1405.4,58.60625,32,726.681875
U0147,642.2,42.413333333333334,15,336.824
U0148,631.3000000000001,52.885714285714286,14,334.3157142857143
U0149,1238.7,52.507407407407406,27,640.5022222222223
U0150,865.0,49.78888888888889,18,451.0366666666667
U0151,834.0,65.38666666666667,15,439.616
U0152,668.4,70.31,10,357.293
U0153,550.7,55.05384615384616,13,294.4661538461539
U0154,892.1,59.073684210526324,19,467.57210526315794
U0155,1365.8,57.58064516129032,31,706.3741935483871
U0156,447.5,50.333333333333336,9,240.65
U0157,1037.8,69.455,20,543.7365
U0158,1349.9,58.134375,32,698.7903125
U0159,1227.7,64.64761904761905,21,637.4442857142858
U0160,1164.5,56.57916666666667,24,604.02375
U0161,1144.2,54.19615384615384,26,593.5588461538462
U0162,1070.8,58.7,20,557.01
U0163,1067.0,60.31428571428571,21,555.7942857142857
U0164,1286.5,51.470370370370375,27,664.0911111111111
U0165,699.2,61.38,15,371.014
U0166,1055.3,55.55769230769231,26,549.5173076923077
U0167,580.6,56.26666666666667,12,309.58
U0168,1041.7,53.11600000000001,25,541.7848
U0169,740.1,60.306666666666665,15,391.142
U0170,1292.4,55.96666666666667,24,667.79
U0171,767.0,60.59285714285714,14,404.47785714285715
U0172,416.8,36.43571428571428,14,222.1307142857143
U0173,1368.1,61.49583333333334,24,707.2987499999999
U0174,1261.1,58.604,25,653.1311999999999
U0175,538.8,54.208333333333336,12,288.06249999999994
U0176,645.8,48.688235294117646,17,340.90647058823527
U0177,816.6,65.13571428571429,14,430.6407142857143
U0178,810.1,52.34375,16,423.953125
U0179,1023.0,50.82727272727273,22,531.1481818181818
U0180,502.59999999999997,49.61666666666667,12,268.585
U0181,666.0,57.57142857142857,14,353.07142857142856
U0182,624.2,60.28333333333333,12,332.585
U0183,849.5,54.52608695652174,23,445.7078260869565
U0184,1434.0,65.23478260869565,23,741.1704347826087
U0185,971.1,58.75,20,507.175
U0186,1261.4,65.456,25,655.3368
U0187,656.8,48.38823529411765,17,346.31647058823523
U0188,1054.3,57.96818181818182,22,548.9404545454545
U0189,1254.3,59.175000000000004,24,649.7025
U0190,1104.8,58.028571428571425,21,574.0085714285715
U0191,665.3,59.2,16,353.60999999999996
U0192,1594.3,61.72592592592592,27,821.0677777777777
U0193,934.5,57.74761904761905,21,488.7742857142857
U0194,1116.1,53.276,25,579.0328
U0195,1404.1,59.5037037037037,27,725.301111111111
U0196,328.4,60.416666666666664,6,183.52499999999998
U0197,872.5,60.1,16,457.47999999999996
U0198,1005.1,66.4578947368421,19,526.2873684210526
U0199,1154.2,61.090476190476195,21,599.6271428571429
U0200,592.4,51.5625,16,314.86875
U0201,692.1,45.21875,16,362.815625
U0202,1773.5,65.63333333333334,30,912.44
U0203,963.6,51.03529411764706,17,500.5105882352941
U0204,793.9,49.0,18,415.25
U0205,722.5,50.9625,16,379.73875
U0206,1072.6,64.88,20,559.7639999999999
U0207,1237.9,61.910000000000004,20,641.523
U0208,786.8000000000001,54.611111111111114,18,413.3833333333334
U0209,922.0,57.00952380952381,21,482.30285714285714
U0210,775.1,59.06666666666667,15,408.27
U0211,850.9,59.16111111111112,18,446.79833333333335
U0212,599.6,48.193333333333335,15,317.25800000000004
U0213,851.2,56.688235294117646,17,446.0064705882353
U0214,1230.5,61.04782608695652,23,638.164347826087
U0215,1309.2,62.608695652173914,23,677.9826086956522
U0216,1096.3,55.41363636363636,22,569.1740909090909
U0217,1176.3,61.17083333333333,24,611.30125
U0218,1089.6,66.21666666666667,18,568.265
U0219,1024.8,60.77,20,534.631
U0220,675.5,56.83076923076923,13,357.39923076923077
U0221,911.1999999999999,63.0578947368421,19,478.3173684210526
U0222,733.8,57.31875,16,387.295625
U0223,1122.0,48.535714285714285,28,581.1607142857143
U0224,669.0,54.19285714285714,14,353.55785714285713
U0225,1008.7,53.561904761904756,21,524.6185714285715
U0226,1069.1,63.03684210526316,19,557.2610526315789
U0227,1010.3,52.60454545454545,22,525.3313636363636
U0228,831.1,50.0,19,434.35
U0229,860.4,54.23,20,450.469
U0230,1715.1,63.16896551724138,29,882.3006896551723
U0231,1244.2,65.12608695652175,23,646.2378260869566
U0232,1354.5,56.475,28,699.7925
U0233,1323.2,54.403571428571425,28,683.5210714285714
U0234,622.5,55.71333333333334,15,330.964
U0235,906.8,62.225,16,475.2675
U0236,1086.8,64.38947368421053,19,566.5168421052631
U0237,801.3,57.81578947368421,19,421.79473684210524
U0238,612.7,51.285714285714285,14,324.53571428571433
U0239,1426.7,62.107142857142854,28,737.5821428571429
U0240,1653.0,56.84193548387096,31,849.7525806451613
U0241,597.9,53.74285714285714,14,317.87285714285713
U0242,922.7,57.03333333333333,18,482.06000000000006
U0243,592.9,54.34285714285714,14,315.55285714285714
U0244,1258.4,44.71333333333334,30,648.614
U0245,1082.7,64.70526315789475,19,564.5615789473684
U0246,1564.8,58.62068965517241,29,805.7862068965517
U0247,1470.3,57.608000000000004,25,757.4324
U0248,951.9,57.48125,16,496.39437499999997
U0249,817.4000000000001,70.50769230769231,13,432.4523076923078
U0250,1526.5,53.535714285714285,28,784.9107142857143
U0251,770.7,51.921052631578945,19,404.72631578947374
U0252,1104.8999999999999,55.35909090909092,22,573.4577272727272
U0253,1039.9,54.735,20,540.3705
U0254,1463.2,55.917857142857144,28,753.9753571428572
U0255,856.3000000000001,54.18666666666666,15,447.406
U0256,1071.7,55.25238095238095,21,556.6257142857144
U0257,1087.6000000000001,57.56818181818182,22,565.4704545454546
U0258,1217.8,50.96923076923077,26,629.3907692307693
U0259,1218.0,60.34090909090909,22,631.5022727272727
U0260,1346.2,61.068000000000005,25,696.4204
U0261,1057.2,63.114999999999995,20,551.5345
U0262,1020.2,60.709523809523816,21,532.5128571428572
U0263,1001.7,59.525,20,522.7075
U0264,1438.9,66.67083333333333,24,744.25125
U0265,703.5,62.33571428571429,14,373.2507142857143
U0266,1046.9,62.92222222222222,18,545.9266666666667
U0267,1527.9,61.621428571428574,28,788.0364285714286
U0268,657.1,56.93333333333333,15,348.63
U0269,972.1,63.07000000000001,20,508.971
U0270,632.1999999999999,56.37647058823529,17,336.41294117647055
U0271,1046.6,58.023809523809526,21,544.9071428571428
U0272,1003.3,58.28333333333333,18,522.735
U0273,776.9,57.95625,16,409.03687499999995
U0274,1273.8999999999999,58.42,25,659.4759999999999
U0275,1068.8,60.275,20,556.4825
U0276,845.1,56.821052631578944,19,443.3963157894737
U0277,1210.4,59.26521739130435,23,627.5795652173914
U0278,1126.9,54.28181818181818,22,584.1345454545454
U0279,1272.0,59.699999999999996,24,658.7099999999999
U0280,1147.6,52.396153846153844,26,594.7188461538461
U0281,993.2,49.04545454545455,22,515.7136363636364
U0282,856.1,67.0375,16,451.36125
U0283,689.7,53.276923076923076,13,363.43307692307695
U0284,1332.3,56.15833333333333,24,687.7974999999999
U0285,668.1,57.175000000000004,12,353.60249999999996
U0286,1242.4,59.8,22,643.5400000000001
U0287,727.4,59.51176470588236,17,384.9535294117647
U0288,936.1,55.839999999999996,20,488.802
U0289,1056.0,58.71052631578947,19,549.4131578947367
U0290,1202.3,58.63333333333333,21,622.94
U0291,1203.2,55.965384615384615,26,623.5896153846154
U0292,782.5,50.61764705882353,17,409.83529411764704
U0293,1077.9,58.926086956521736,23,561.2278260869566
U0294,890.9,54.73478260869565,23,466.4704347826087
U0295,1138.8,65.29444444444444,18,592.5883333333334
U0296,1055.4,56.31052631578948,19,548.3931578947369
U0297,564.4,60.21,10,302.263
U0298,769.5,45.74090909090909,22,402.87227272727273
U0299,787.3,64.62142857142858,14,415.83642857142854
U0300,1014.3,66.99473684210527,19,531.0484210526315
U0301,718.1,53.56470588235294,17,378.51941176470586
U0302,1091.5,64.39500000000001,20,569.0685
U0303,1115.9,66.2578947368421,19,581.6273684210527
U0304,580.6,48.986666666666665,15,307.996
U0305,1268.3,63.82173913043478,23,657.8965217391304
U0306,676.1999999999999,51.29333333333333,15,356.48799999999994
U0307,1024.7,64.31176470588235,17,535.0435294117647
U0308,828.8,48.88823529411765,17,432.46647058823527
U0309,1485.4,63.734482758620686,29,767.6203448275862
U0310,1401.4,53.785185185185185,27,722.2355555555556
U0311,947.9,60.836842105263166,19,496.00105263157894
U0312,838.8,50.815,20,438.6445
U0313,1053.6,55.839999999999996,20,547.5519999999999
U0314,723.4,55.18666666666666,15,381.256
U0315,980.9,49.838095238095235,21,509.6014285714285
U0316,1177.6,56.91739130434783,23,610.4752173913043
U0317,529.2,41.528571428571425,14,279.85857142857145
U0318,1143.5,56.72380952380953,21,592.9671428571429
U0319,862.7,66.49090909090908,11,453.49727272727273
U0320,922.0,49.973684210526315,19,479.7921052631579
U0321,1436.1,50.40967741935484,31,739.3729032258065
U0322,1205.9,63.95,20,626.135
U0323,1072.7,59.04545454545455,22,558.4636363636364
U0324,1004.5,56.17,20,523.101
U0325,1082.8,51.47826086956522,23,561.4434782608696
U0326,957.6,57.53684210526316,19,499.86105263157896
U0327,542.5,43.98888888888889,18,288.0466666666667
U0328,993.1,50.96818181818182,22,516.2404545454546
U0329,821.0,55.875,16,430.4625
U0330,1183.6,63.91304347826087,23,615.5739130434782
U0331,840.8,50.345,20,439.5035
U0332,745.8,41.46315789473684,19,389.13894736842104
U0333,982.6,57.6,20,512.58
U0334,849.7,54.483333333333334,18,444.7950000000001
U0335,1275.4,59.22380952380953,21,659.667142857143
U0336,870.8,63.88125,16,457.764375
U0337,1219.0,58.65909090909091,22,631.4977272727273
U0338,1687.0,63.87777777777778,27,868.0633333333333
U0339,754.9,53.515,20,397.5045
U0340,1927.0,62.142424242424234,33,988.7427272727273
U0341,910.4,52.63636363636363,22,475.3909090909091
U0342,795.7,58.925,16,418.7275
U0343,756.9,57.47692307692308,13,398.2930769230769
U0344,1371.2,57.38076923076923,26,708.0142307692308
U0345,1123.6,60.61818181818182,22,584.3854545454544
U0346,1129.6,60.03809523809524,21,587.0114285714286
U0347,982.9,54.31428571428571,21,511.9442857142857
U0348,1365.3,62.428000000000004,25,706.3783999999999
U0349,759.7,50.90555555555555,18,398.7216666666667
U0350,1012.6,58.94500000000001,20,527.9835
U0351,1785.2,65.14848484848486,33,918.7445454545455
U0352,1488.3,58.182758620689654,29,767.4048275862068
U0353,1115.0,50.400000000000006,21,576.82
U0354,987.9,54.604166666666664,24,515.13125
U0355,927.8,62.38421052631579,19,486.41526315789474
U0356,1539.0,64.12222222222222,27,794.1366666666667
U0357,1300.4,57.54782608695652,23,672.064347826087
U0358,1117.3,52.864,25,579.5092
U0359,1295.9,56.28260869565217,23,669.4347826086957
U0360,1162.6,46.248000000000005,25,600.1744
U0361,1276.9,64.5,19,661.6
U0362,1310.6,58.70416666666667,24,677.71125
U0363,1045.1,54.39545454545455,22,543.2686363636363
U0364,1091.2,57.284210526315796,19,566.5852631578947
U0365,663.2,45.23157894736842,19,348.9694736842106
U0366,872.6,49.15909090909091,22,455.44772727272726
U0367,1115.3,55.838095238095235,21,578.6014285714286
U0368,844.0,56.258823529411764,17,442.2776470588235
U0369,899.0,53.00555555555556,18,469.00166666666667
U0370,940.1,51.54545454545455,22,489.91363636363633
U0371,581.8,53.16153846153846,13,309.4484615384615
U0372,709.1999999999999,52.58461538461539,13,372.9753846153846
U0373,788.6999999999999,53.172222222222224,18,413.90166666666664
U0374,803.7,55.7625,16,421.77875
U0375,717.4,48.75,18,376.925
U0376,1081.3,52.83636363636364,22,560.9009090909091
U0377,1314.2,54.784,25,678.5352
U0378,912.1,54.37222222222223,18,475.9616666666667
U0379,982.8,57.309090909090905,22,512.9927272727273
U0380,1017.1,62.91052631578947,19,531.2231578947368
U0381,1587.9,52.5,33,816.3000000000001
U0382,1392.1,60.84074074074074,27,719.7022222222222
U0383,737.0,49.06875,16,386.420625
U0384,947.0,54.122727272727275,22,494.13681818181817
U0385,960.4,68.72142857142858,14,503.61642857142857
U0386,593.6,57.646153846153844,13,316.6938461538462
U0387,1045.7,56.970000000000006,20,543.941
U0388,1335.8,61.833333333333336,24,691.2499999999999
U0389,568.2,43.221428571428575,14,299.8664285714286
U0390,874.3000000000001,61.233333333333334,21,459.72
U0391,1437.4,55.18214285714286,28,740.854642857143
U0392,1328.8,57.337037037037035,27,687.0011111111111
U0393,1094.5,54.345454545454544,22,567.9536363636363
U0394,1060.2,57.373684210526314,19,551.1121052631579
U0395,1269.2,57.833333333333336,24,656.75
U0396,1418.2,56.6925925925926,27,731.5077777777777
U0397,1165.0,55.65833333333333,24,603.9975
U0398,809.1,58.96470588235294,17,425.63941176470587
U0399,741.4,59.88666666666666,15,391.666
U0400,541.1,50.892857142857146,14,288.6178571428572
U0401,890.6,53.72105263157894,19,465.2163157894737
U0402,885.1,53.86666666666667,18,462.31000000000006
U0403,839.1,55.166666666666664,21,440.3
U0404,1442.3,68.52916666666667,24,746.50875
U0405,925.3,63.16111111111112,18,485.1983333333333
U0406,1020.0,49.11428571428572,21,528.9342857142858
U0407,1417.6,59.43478260869565,23,731.2304347826087
U0408,745.6,49.0,21,391.7
U0409,1218.5,59.20434782608696,23,631.6113043478261
U0410,742.3,64.34615384615384,13,393.05384615384617
U0411,1078.6,57.426086956521736,23,561.1278260869565
U0412,722.5,47.747058823529414,17,378.9741176470588
U0413,1095.7,62.395,20,570.5685
U0414,844.0,71.05333333333333,15,446.316
U0415,866.9,54.53809523809524,21,454.01142857142855
U0416,957.0,54.338095238095235,21,499.00142857142856
U0417,1301.7,59.456,25,673.6868000000001
U0418,1490.2,67.79565217391304,23,770.0386956521739
U0419,1130.3999999999999,57.65416666666667,24,587.2962499999999
U0420,952.1,55.175,20,496.6025
U0421,922.7,62.6235294117647,17,483.53705882352943
U0422,943.0,69.36470588235295,17,495.70941176470586
U0423,1174.3,63.62105263157895,19,610.0363157894736
U0424,1104.0,52.19583333333333,24,572.45875
U0425,777.3,59.2125,16,409.61375
U0426,913.4,54.19444444444444,18,476.55833333333334
U0427,1600.3,62.611538461538466,26,824.1334615384616
U0428,1066.4,58.9421052631579,19,554.6826315789474
U0429,1141.9,61.45263157894736,19,593.1857894736842
U0430,975.4,56.62777777777777,18,508.28833333333336
U0431,1585.7,64.925,24,817.1274999999999
U0432,971.3,54.24444444444444,18,505.5233333333333
U0433,810.6,49.194736842105264,19,423.8584210526316
U0434,937.9,63.22222222222222,18,491.51666666666665
U0435,868.9,48.855000000000004,20,453.1065
U0436,780.3,51.6875,16,408.85625
U0437,631.9,64.66153846153847,13,337.9484615384616
U0438,506.1,64.76666666666667,9,274.28000000000003
U0439,1029.5,53.10526315789474,19,534.4815789473683
U0440,974.5,58.36,20,508.758
U0441,1039.0,59.27368421052632,19,541.0821052631578
U0442,590.3,51.45294117647058,17,313.98588235294113
U0443,893.9,59.233333333333334,18,468.32
U0444,1367.5,62.8375,24,707.40125
U0445,605.2,57.96666666666667,12,322.39
U0446,1115.9,56.175,20,578.8025
U0447,909.8,53.28333333333333,18,474.485
U0448,715.4,50.07222222222222,18,376.32166666666666
U0449,909.4,56.300000000000004,19,475.39
U0450,947.2,55.88947368421053,19,494.1668421052632
U0451,812.9,68.4235294117647,17,430.37705882352935
U0452,610.2,50.626666666666665,15,323.288
U0453,757.1999999999999,57.96,15,398.98799999999994
U0454,1411.8,54.892307692307696,26,727.5676923076924
U0455,1113.4,58.38695652173914,23,578.8160869565218
U0456,1185.8,52.137499999999996,24,613.34125
U0457,597.6,49.39375,16,316.818125
U0458,604.6,48.74666666666667,15,319.92400000000004
U0459,1253.4,56.904761904761905,21,647.9714285714286
U0460,1280.5,54.71153846153846,26,661.8634615384616
U0461,1141.4,65.075,20,594.2225000000001
U0462,1717.5,56.96785714285714,28,881.4403571428571
U0463,822.6,61.8,16,433.04
U0464,1226.2,66.24,20,636.972
U0465,891.5,51.08095238095238,21,465.2742857142857
U0466,1150.9,58.528571428571425,21,597.2085714285715
U0467,760.3,57.2,16,400.51
U0468,891.2,65.62352941176471,17,468.6870588235294
U0469,1005.3000000000001,55.15,22,523.595
U0470,871.4,60.7235294117647,17,457.31705882352935
U0471,791.9,54.845000000000006,20,416.4035
U0472,1096.5,56.476190476190474,21,569.3928571428572
U0473,1117.3,61.425,20,581.0775
U0474,1287.1,60.284615384615385,26,666.8353846153847
U0475,1228.6,57.72,25,636.616
U0476,923.5,53.92,20,481.926
U0477,932.5,61.55499999999999,20,488.7165
U0478,901.5,56.150000000000006,18,471.19500000000005
U0479,1089.1,55.130434782608695,23,565.6891304347826
U0480,762.7,46.111111111111114,18,398.78333333333336
U0481,939.9,59.94736842105263,19,491.7342105263158
U0482,661.5,40.388888888888886,18,346.4666666666667
U0483,944.9,64.73333333333333,18,495.47
U0484,1186.8,55.5625,24,614.86875
U0485,1086.0,61.94736842105263,19,565.3842105263158
U0486,751.6,60.13333333333333,15,396.84000000000003
U0487,944.1,63.41052631578947,19,494.87315789473683
U0488,743.0,57.44705882352941,17,392.1341176470588
U0489,857.1,64.24117647058823,17,451.22235294117644
U0490,687.0,56.857142857142854,14,363.3571428571429
U0491,734.6,50.519999999999996,15,385.456
U0492,1121.3,61.10000000000001,21,583.1800000000001
U0493,918.5,60.92222222222222,18,481.12666666666667
U0494,933.7,46.74090909090909,22,485.2722727272727
U0495,580.0,52.975,16,309.0925
U0496,1622.0,59.08518518518518,27,834.1255555555555
U0497,1636.1,65.37692307692308,26,842.863076923077
U0498,866.9,41.92272727272727,22,450.42681818181813
U0499,673.9,48.358823529411765,17,354.8576470588235
U0500,907.2,58.2,23,475.66
